date,scan_time,ticker,verdict,priority,score,entry_price,stop,target1,target2,gap_pct,rel_vol,catalyst,float_m,short_float,above_vwap,spread_pct,outcome_time,outcome_price,outcome_pct,hit_target1,hit_target2,hit_stop,result,would_profit
2026-03-02,08:40,PSKY,GO,A,42,13.53,13.43,13.67,13.8,21.24,1.11,news,912.9,4.8,True,10.052,09:10,13.535,0.04,False,False,False,POSITIVE,0.01
2026-03-02,08:40,NFLX,GO,A,39,94.91,94.2,95.86,96.81,12.16,1.23,news,4192.9,2.0,True,6.079,09:10,95.1,0.2,False,False,False,POSITIVE,0.19
2026-03-02,08:40,NVD,WATCH,B,33,7.72,7.66,7.8,7.87,11.16,0.64,news,150.0,0,True,0.13,09:10,7.73,0.13,False,False,False,POSITIVE,0.01
2026-03-02,08:40,TZA,WATCH,B,31,6.46,6.41,6.52,6.59,9.21,0.6,news,150.0,0,True,0.155,09:10,6.48,0.31,False,False,False,POSITIVE,0.02
2026-03-02,08:40,PENN,WATCH,B,31,15.48,15.36,15.63,15.79,5.45,0.79,news,130.5,16.0,True,10.271,09:10,15.66,1.16,True,False,False,TARGET1,0.12
2026-03-02,08:40,TSDD,WATCH,B,30,9.62,9.55,9.72,9.81,7.79,0.87,news,150.0,0,True,0.312,09:10,9.6,-0.21,False,False,False,NEGATIVE,-0.02
2026-03-02,08:40,UVIX,WATCH,B,30,6.91,6.86,6.98,7.05,18.73,0.3,news,150.0,0,True,0.145,09:10,6.99,1.16,True,False,False,TARGET1,0.05
2026-03-02,08:40,BWIN,WATCH,B,30,23.23,23.06,23.46,23.69,25.84,0.47,news,95.4,7.6,True,0.129,09:10,23.25,0.09,False,False,False,POSITIVE,0.02
2026-03-02,08:40,ARRY,WATCH,B,30,7.58,7.52,7.66,7.73,4.19,0.54,news,139.3,17.7,True,,09:10,7.58,0.0,False,False,False,NEGATIVE,0.0
2026-03-02,08:40,AAL,WATCH,B,20,15.42,15.3,15.57,15.73,10.62,0.32,news,650.2,6.9,True,40.726,09:10,12.27,-20.43,False,False,True,STOPPED,-0.12
